CustomerKey,CustomerAlternateKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine,Phone,DateFirstPurchase,CommuteDistance,CountryName,StateName,PostalCode,City
17097,AW00017097,Deanna,Kapoor,Deanna Kapoor,2/6/76,S,F,deanna4@adventure-works.com,30000,0,0,High School,Manual,0,1,8921 Meier Road,1 (11) 500 555-0142,12/7/06,1-2 Miles,United Kingdom,England,WA3,Watford
12049,AW00012049,Angela,Russell,Angela Russell,4/11/72,S,F,angela22@adventure-works.com,80000,0,0,Bachelors,Management,1,1,878 Rancho View Drive,112-555-0124,2/20/08,1-2 Miles,United States,California,90012,Los Angeles
13125,AW00013125,Alejandro,Hu,Alejandro Hu,7/8/68,S,M,alejandro23@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,5747 Shirley Drive,1 (11) 500 555-0196,11/20/07,5-10 Miles,Australia,Victoria,3000,Melbourne
13283,AW00013283,Dakota,Griffin,Dakota Griffin,12/20/60,M,M,dakota17@adventure-works.com,80000,3,0,Partial College,Professional,0,2,921 Broadway,136-555-0141,8/8/06,0-1 Miles,United States,Oregon,97355,Lebanon
14162,AW00014162,Brett,Garcia,Brett Garcia,11/18/73,M,M,brett14@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,Charlottenstr 29828,1 (11) 500 555-0175,2/10/06,0-1 Miles,Germany,Hessen,60323,Frankfurt
27522,AW00027522,Madeline,Carter,Madeline Carter,8/4/78,M,F,madeline10@adventure-works.com,50000,0,0,High School,Professional,1,2,7281 Running Springs Rd.,976-555-0125,2/3/08,5-10 Miles,Canada,British Columbia,V9,Metchosin
18180,AW00018180,Juan,Howard,Juan Howard,8/16/53,M,M,juan21@adventure-works.com,120000,4,5,High School,Management,1,3,Nonnendamm 222,1 (11) 500 555-0121,11/11/07,10+ Miles,Germany,Hessen,34117,Kassel
24506,AW00024506,Jaime,Muñoz,Jaime Muñoz,2/20/47,M,F,jaime8@adventure-works.com,60000,2,0,Graduate Degree,Management,1,1,4561 Thornhill Place,1 (11) 500 555-0182,6/13/07,5-10 Miles,Australia,Victoria,3205,South Melbourne
27674,AW00027674,Gabrielle,Rivera,Gabrielle Rivera,6/22/56,M,F,gabrielle8@adventure-works.com,40000,3,0,Partial College,Professional,1,2,3681 South St.,605-555-0165,2/21/08,5-10 Miles,United States,California,91950,Lincoln Acres
24599,AW00024599,Virginia,Garcia,Virginia Garcia,8/22/78,M,F,virginia17@adventure-works.com,130000,4,5,High School,Management,1,4,8505 Fall Creek,1 (11) 500 555-0153,2/14/08,0-1 Miles,Australia,Victoria,3198,Seaford
25644,AW00025644,Andrew,Lewis,Andrew Lewis,7/8/68,M,M,andrew28@adventure-works.com,30000,2,2,Partial College,Clerical,1,2,"83, place du Tertre",1 (11) 500 555-0118,4/3/08,0-1 Miles,France,Seine Saint Denis,93290,Tremblay-en-France
26306,AW00026306,Kyle,Holt,Kyle Holt,4/26/73,S,M,kyle6@adventure-works.com,60000,2,2,Bachelors,Skilled Manual,0,0,6685 Norris Court,464-555-0163,9/21/06,0-1 Miles,United States,California,94536,Fremont
15866,AW00015866,Abigail,White,Abigail White,1/3/75,S,F,abigail53@adventure-works.com,60000,1,0,Graduate Degree,Skilled Manual,1,0,2506 Almaden Dr.,215-555-0122,9/15/07,0-1 Miles,Canada,British Columbia,V7L 4J4,N. Vancouver
12598,AW00012598,Alexandra,Bryant,Alexandra Bryant,2/2/64,M,F,alexandra39@adventure-works.com,30000,3,0,Graduate Degree,Clerical,1,0,7527 Eola,1 (11) 500 555-0135,2/5/08,0-1 Miles,United Kingdom,England,AS23,Stoke-on-Trent
13412,AW00013412,Rafael,Zhao,Rafael Zhao,10/14/59,M,M,rafael11@adventure-works.com,130000,3,4,Partial College,Professional,1,3,828 Pinewood Court,1 (11) 500 555-0146,6/11/08,0-1 Miles,United Kingdom,England,B29 6SL,Birmingham
20058,AW00020058,Roger,Liu,Roger Liu,2/7/75,S,M,roger8@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,4201 San Carlos,1 (11) 500 555-0112,12/2/07,1-2 Miles,United Kingdom,England,HP10 9QY,High Wycombe
21996,AW00021996,Amy,Gao,Amy Gao,11/19/65,M,F,amy21@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,3248 Birdhaven Court,1 (11) 500 555-0186,10/16/06,0-1 Miles,Australia,Queensland,4169,East Brisbane
22228,AW00022228,Katelyn,Gonzalez,Katelyn Gonzalez,9/12/60,M,F,katelyn31@adventure-works.com,60000,2,0,High School,Professional,1,2,9113 Flamingo Dr.,454-555-0116,5/3/08,5-10 Miles,United States,Washington,98201,Everett
24160,AW00024160,Carl,Yuan,Carl Yuan,11/3/84,S,M,carl6@adventure-works.com,10000,0,0,Partial College,Manual,1,1,6631 Highland Dr.,1 (11) 500 555-0194,3/30/07,1-2 Miles,Australia,New South Wales,2036,Matraville
19284,AW00019284,Briana,Romero,Briana Romero,4/10/62,M,F,briana9@adventure-works.com,30000,1,0,Graduate Degree,Clerical,1,0,Zimmerstr 242,1 (11) 500 555-0134,4/25/07,0-1 Miles,Germany,Nordrhein-Westfalen,4139,Leipzig
22134,AW00022134,Leonard,Raji,Leonard Raji,11/10/43,M,M,leonard23@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,2038 Encino Drive,847-555-0162,3/28/08,10+ Miles,United States,California,91502,Burbank
16103,AW00016103,Haley,Hill,Haley Hill,10/11/69,S,F,haley56@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,1,1,5200 Woodchuck Pl.,547-555-0187,8/31/07,0-1 Miles,Canada,British Columbia,V8X,Royal Oak
15266,AW00015266,Briana,Suarez,Briana Suarez,4/10/45,M,F,briana16@adventure-works.com,40000,2,0,Bachelors,Management,1,2,9015 G St.,1 (11) 500 555-0165,5/26/07,0-1 Miles,Australia,New South Wales,1002,Sydney
12162,AW00012162,Luke,Mitchell,Luke Mitchell,12/20/67,S,M,luke43@adventure-works.com,120000,4,3,Partial College,Professional,1,3,7150 N. Broadway,150-555-0113,5/14/06,5-10 Miles,United States,California,92806,La Jolla
22458,AW00022458,Kendra,Vazquez,Kendra Vazquez,6/13/72,S,F,kendra14@adventure-works.com,20000,1,1,Partial College,Manual,0,0,"02, place de Fontenoy",1 (11) 500 555-0196,12/23/07,0-1 Miles,France,Essonne,91370,Verrieres Le Buisson
23717,AW00023717,Aidan,Griffin,Aidan Griffin,3/17/52,M,M,aidan22@adventure-works.com,60000,2,1,Partial College,Professional,1,1,3720 Maine Ave.,820-555-0132,11/27/07,10+ Miles,United States,Washington,98052,Redmond
16314,AW00016314,Gabriel,Ross,Gabriel Ross,4/24/82,S,M,gabriel1@adventure-works.com,30000,4,4,Partial College,Clerical,1,3,9746 Hill Ct,1 (11) 500 555-0144,9/11/07,0-1 Miles,United Kingdom,England,AS23,Stoke-on-Trent
23341,AW00023341,Kelvin,Chen,Kelvin Chen,7/8/77,S,M,kelvin22@adventure-works.com,70000,0,0,Partial College,Professional,0,2,329 Poplar Street,967-555-0139,4/10/08,0-1 Miles,United States,Washington,98312,Bremerton
19344,AW00019344,Mandy,Ma,Mandy Ma,12/20/67,S,F,mandy17@adventure-works.com,30000,2,2,Partial College,Clerical,1,0,Platz des Landtags 44,1 (11) 500 555-0146,8/1/07,0-1 Miles,Germany,Saarland,70511,Stuttgart
13093,AW00013093,Michelle,James,Michelle James,10/15/61,S,F,michelle9@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,0,2,9772 Mountain View Drive,471-555-0167,7/5/06,1-2 Miles,United States,Washington,98501,Olympia
29428,AW00029428,Kristopher,Perez,Kristopher Perez,6/11/78,M,M,kristopher20@adventure-works.com,20000,0,0,Partial High School,Manual,1,2,Altendorfer Straße 39,1 (11) 500 555-0183,8/9/07,1-2 Miles,Germany,Nordrhein-Westfalen,38001,Braunschweig
12796,AW00012796,Jason,Zhang,Jason Zhang,3/8/63,M,M,jason21@adventure-works.com,60000,4,0,Graduate Degree,Skilled Manual,0,0,6598 Oak Street,901-555-0172,10/6/07,0-1 Miles,United States,Washington,98312,Bremerton
25366,AW00025366,Eduardo,Bailey,Eduardo Bailey,2/15/62,M,M,eduardo83@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,9457 Mendocino Dr.,617-555-0175,9/17/07,1-2 Miles,United States,California,94536,Fremont
28821,AW00028821,Blake,Jackson,Blake Jackson,7/20/76,M,M,blake11@adventure-works.com,60000,1,1,Bachelors,Skilled Manual,1,0,137 Lancelot Dr,496-555-0164,12/12/05,2-5 Miles,United States,Washington,98027,Issaquah
12924,AW00012924,Devon,Chande,Devon Chande,10/9/70,M,M,devon12@adventure-works.com,60000,3,3,Bachelors,Skilled Manual,1,0,6977 Evergreen Ct.,459-555-0110,5/4/08,2-5 Miles,United States,California,90210,Beverly Hills
28068,AW00028068,Amanda,Wood,Amanda Wood,10/13/73,S,F,amanda23@adventure-works.com,80000,3,0,Graduate Degree,Professional,0,0,9106 Edwards Ave.,380-555-0151,8/9/05,0-1 Miles,United States,California,92625,Newport Beach
21898,AW00021898,Devon,Raji,Devon Raji,2/5/75,M,M,devon18@adventure-works.com,110000,0,5,Partial High School,Professional,1,4,2497 Hazel Drive,1 (11) 500 555-0110,5/5/08,10+ Miles,Australia,Victoria,3977,Cranbourne
27607,AW00027607,Joshua,Martin,Joshua Martin,8/11/60,M,M,joshua16@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,1,2,1826 Corte Del Sol,194-555-0131,9/22/07,5-10 Miles,Canada,British Columbia,V9,Metchosin
21617,AW00021617,Jennifer,Miller,Jennifer Miller,2/27/70,S,F,jennifer34@adventure-works.com,60000,0,0,Graduate Degree,Professional,0,0,2028 Mendocino Drive,414-555-0153,7/23/08,0-1 Miles,United States,Oregon,97330,Corvallis
17787,AW00017787,Alejandro,Zhao,Alejandro Zhao,10/17/71,S,M,alejandro13@adventure-works.com,20000,1,1,Partial College,Manual,0,1,"4822, rue des Ecoles",1 (11) 500 555-0115,5/5/07,1-2 Miles,France,Seine (Paris),75005,Paris
27887,AW00027887,Eugene,Zhang,Eugene Zhang,9/7/64,S,M,eugene4@adventure-works.com,10000,1,1,High School,Manual,0,1,"338, rue Faubourg St Antoine",1 (11) 500 555-0168,11/6/07,2-5 Miles,France,Seine (Paris),75019,Paris
27252,AW00027252,Andrea,Stewart,Andrea Stewart,7/17/75,M,F,andrea27@adventure-works.com,50000,1,1,Graduate Degree,Skilled Manual,1,0,3299 Blenheim Way,614-555-0139,12/29/06,0-1 Miles,Canada,British Columbia,V8P,Oak Bay
11011,AW00011011,Curtis,Lu,Curtis Lu,11/4/67,M,M,curtis9@adventure-works.com,60000,4,4,Bachelors,Professional,1,4,1224 Shoenic,1 (11) 500 555-0117,7/2/05,10+ Miles,Australia,Queensland,4169,East Brisbane
18646,AW00018646,Blake,Adams,Blake Adams,3/12/70,M,M,blake33@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,6055 Broadway Street,590-555-0140,5/19/08,1-2 Miles,United States,California,90210,Beverly Hills
19921,AW00019921,Cara,Cai,Cara Cai,2/5/50,S,F,cara17@adventure-works.com,110000,3,4,Bachelors,Management,1,4,Postfach 66 07 00,1 (11) 500 555-0110,10/15/07,10+ Miles,Germany,Hamburg,80074,München
18108,AW00018108,Colin,Gao,Colin Gao,8/4/55,M,M,colin16@adventure-works.com,60000,2,1,Partial College,Professional,1,2,8085 Sunnyvale Avenue,919-555-0167,3/4/08,2-5 Miles,United States,California,94014,Colma
16801,AW00016801,Jasmine,Henderson,Jasmine Henderson,1/22/53,S,F,jasmine45@adventure-works.com,60000,2,1,Partial College,Professional,1,2,9956 Mcneil Place,183-555-0118,3/13/08,10+ Miles,United States,Washington,98225,Bellingham
28291,AW00028291,David,Miller,David Miller,4/21/58,S,M,david64@adventure-works.com,70000,3,0,Partial High School,Skilled Manual,0,2,5722 Hemlock Ave.,587-555-0166,3/17/08,1-2 Miles,United States,Washington,98312,Bremerton
19380,AW00019380,Marshall,Luo,Marshall Luo,7/11/79,S,M,marshall27@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,Attaché de Presse,1 (11) 500 555-0125,3/1/07,2-5 Miles,France,Loiret,45000,Orleans
27731,AW00027731,Gabriel,Shan,Gabriel Shan,9/4/82,M,M,gabriel28@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,8724 String Drive,449-555-0168,6/14/08,5-10 Miles,Canada,British Columbia,V9B 2C3,Shawnee
25460,AW00025460,Alisha,Andersen,Alisha Andersen,7/24/70,M,F,alisha37@adventure-works.com,20000,2,2,High School,Manual,1,0,Königstr 381,1 (11) 500 555-0132,5/18/08,0-1 Miles,Germany,Hessen,1071,Dresden
23181,AW00023181,Evan,Evans,Evan Evans,9/13/70,S,M,evan24@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,4555 Hackney Lane,111-555-0168,1/20/08,2-5 Miles,United States,Washington,98225,Bellingham
18332,AW00018332,Emmanuel,Malhotra,Emmanuel Malhotra,1/12/44,M,M,emmanuel4@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,408 Listing Ct.,1 (11) 500 555-0115,12/29/05,0-1 Miles,Australia,Victoria,3977,Cranbourne
22816,AW00022816,Erica,Cai,Erica Cai,6/7/50,M,F,erica20@adventure-works.com,120000,4,4,Bachelors,Management,1,4,Lindenalle 24,1 (11) 500 555-0169,6/15/08,10+ Miles,Germany,Saarland,63009,Offenbach
12172,AW00012172,Eduardo,Alexander,Eduardo Alexander,3/5/65,S,M,eduardo62@adventure-works.com,130000,1,3,Bachelors,Management,0,3,2878 Bounty Way,313-555-0148,5/23/06,0-1 Miles,United States,California,92625,Newport Beach
15554,AW00015554,Zoe,Bailey,Zoe Bailey,9/2/71,S,F,zoe14@adventure-works.com,60000,0,0,Graduate Degree,Professional,0,1,8904 La Salle Ave,789-555-0182,3/7/07,0-1 Miles,United States,California,94519,Concord
22487,AW00022487,Jonathon,Gill,Jonathon Gill,4/19/69,S,M,jonathon10@adventure-works.com,20000,2,2,High School,Manual,1,1,"8, avenue de l´ Union Centrale",1 (11) 500 555-0141,2/2/08,0-1 Miles,France,Seine Saint Denis,93290,Tremblay-en-France
22934,AW00022934,Tonya,Kumar,Tonya Kumar,11/16/66,M,F,tonya7@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,677 Riviera Way,1 (11) 500 555-0165,12/20/06,5-10 Miles,Australia,Queensland,4700,Rockhampton
28240,AW00028240,Eduardo,Clark,Eduardo Clark,7/14/68,M,M,eduardo18@adventure-works.com,90000,0,0,Partial College,Professional,0,1,6979 Harvard Drive,441-555-0118,10/14/05,2-5 Miles,United States,Washington,98371,Puyallup
11195,AW00011195,Megan,Henderson,Megan Henderson,2/10/50,M,F,megan55@adventure-works.com,60000,5,0,Bachelors,Management,1,3,8411 Mt. Olivet Place,560-555-0150,10/16/07,10+ Miles,United States,Washington,98055,Renton
22513,AW00022513,Kenneth,Anand,Kenneth Anand,4/15/67,S,M,kenneth18@adventure-works.com,30000,2,2,Partial College,Clerical,1,2,"3905bis, boulevard Saint Germain",1 (11) 500 555-0115,10/26/07,0-1 Miles,France,Hauts de Seine,92700,Colombes
14119,AW00014119,Paige,Cooper,Paige Cooper,6/11/71,S,F,paige32@adventure-works.com,110000,0,1,Graduate Degree,Management,1,1,3998 Bouncing Road,336-555-0181,10/26/07,10+ Miles,Canada,British Columbia,V3A 4R2,Langley
25738,AW00025738,Jacquelyn,Ruiz,Jacquelyn Ruiz,7/16/63,M,F,jacquelyn2@adventure-works.com,30000,0,0,Bachelors,Clerical,1,0,Am Gallberg 48,1 (11) 500 555-0141,12/26/07,0-1 Miles,Germany,Hamburg,63151,Mühlheim
19960,AW00019960,Phil,Spencer,Phil Spencer,2/2/77,M,M,phil0@adventure-works.com,100000,0,5,High School,Management,1,2,9208 West Rd,161-555-0100,3/24/06,10+ Miles,Australia,Victoria,3205,South Melbourne
20980,AW00020980,Matthew,Miller,Matthew Miller,8/10/45,S,M,matthew12@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,Lindenalle 64,1 (11) 500 555-0192,5/14/07,0-1 Miles,Germany,Nordrhein-Westfalen,42651,Solingen
16591,AW00016591,Clarence,He,Clarence He,10/27/57,M,M,clarence11@adventure-works.com,160000,3,4,Bachelors,Management,1,4,1082 Selena Court,1 (11) 500 555-0181,12/25/07,0-1 Miles,United Kingdom,England,RG7 5H7,Reading
20612,AW00020612,Colin,Yang,Colin Yang,5/1/77,M,M,colin5@adventure-works.com,110000,0,5,Partial College,Management,1,3,3230 Virginia Hills,1 (11) 500 555-0158,5/23/06,10+ Miles,Australia,Victoria,3198,Seaford
12573,AW00012573,Grant,Rai,Grant Rai,2/23/84,S,M,grant19@adventure-works.com,10000,0,0,Partial College,Manual,0,1,820 Dobrich Circle,1 (11) 500 555-0177,7/11/06,0-1 Miles,Australia,New South Wales,2060,Lavender Bay
22447,AW00022447,Tara,Shan,Tara Shan,4/13/73,M,F,tara10@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,Waldstr 12,1 (11) 500 555-0177,5/11/08,0-1 Miles,Germany,Saarland,24044,Kiel
21208,AW00021208,Olivia,Griffin,Olivia Griffin,6/5/36,S,F,olivia66@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,8669 Rotherham Dr.,1 (11) 500 555-0181,10/30/07,5-10 Miles,Australia,Victoria,3429,Sunbury
11589,AW00011589,Ebony,Malhotra,Ebony Malhotra,5/4/68,M,F,ebony4@adventure-works.com,40000,1,0,Bachelors,Skilled Manual,1,0,7959 Mt. Wilson Way,1 (11) 500 555-0113,12/6/07,0-1 Miles,United Kingdom,England,W1Y 3RA,London
23838,AW00023838,Ariana,Ready,Ariana Ready,8/22/74,M,F,ariana18@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,2411 Hazelnut Lane,126-555-0118,5/23/08,2-5 Miles,United States,California,92118,Coronado
24724,AW00024724,Alfredo,Gutierrez,Alfredo Gutierrez,12/14/74,M,M,alfredo12@adventure-works.com,40000,2,2,Partial College,Clerical,1,2,"2, cours Mirabeau",1 (11) 500 555-0170,4/1/08,1-2 Miles,France,Seine (Paris),75013,Paris
28378,AW00028378,Sara,Sanchez,Sara Sanchez,9/6/70,S,F,sara29@adventure-works.com,20000,2,2,High School,Manual,0,0,"2, place de Brazaville",1 (11) 500 555-0164,6/23/08,0-1 Miles,France,Seine Saint Denis,93700,Drancy
26503,AW00026503,Jeremiah,Townsend,Jeremiah Townsend,2/3/53,M,M,jeremiah41@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,1,2,6920 Merriewood Dr.,155-555-0150,12/5/06,2-5 Miles,Canada,British Columbia,V2L3W8,Newton
18198,AW00018198,Cedric,Xu,Cedric Xu,3/24/78,S,M,cedric27@adventure-works.com,120000,5,5,Partial High School,Professional,1,4,6665 Homestead Ave.,1 (11) 500 555-0199,11/17/05,10+ Miles,Australia,New South Wales,2010,Darlinghurst
23071,AW00023071,Haley,Gonzales,Haley Gonzales,6/8/44,M,F,haley36@adventure-works.com,70000,5,0,Graduate Degree,Management,0,2,9950 Edward Ave,870-555-0130,12/10/07,1-2 Miles,United States,California,94519,Concord
16106,AW00016106,Ian,Barnes,Ian Barnes,3/21/69,M,M,ian43@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,1,5339 Longview Road,734-555-0118,12/6/07,2-5 Miles,Canada,British Columbia,V8X,Royal Oak
23247,AW00023247,Alexander,Garcia,Alexander Garcia,5/21/70,S,M,alexander20@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,0,0,4914 Clayton Rd.,764-555-0134,5/14/08,0-1 Miles,United States,California,90210,Beverly Hills
27747,AW00027747,Edward,Henderson,Edward Henderson,4/11/80,M,M,edward53@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,7234 Relief Valley Ct.,145-555-0177,6/3/08,1-2 Miles,United States,Washington,98020,Edmonds
22222,AW00022222,Angel,Hill,Angel Hill,7/24/61,M,M,angel36@adventure-works.com,90000,2,0,Partial College,Professional,1,1,9204 Lexington Road,859-555-0153,6/21/08,5-10 Miles,United States,California,90505,Torrance
21009,AW00021009,Clinton,Sandberg,Clinton Sandberg,10/7/64,S,M,clinton16@adventure-works.com,20000,1,1,Partial College,Manual,0,0,Alderweg 4662,1 (11) 500 555-0118,6/7/08,1-2 Miles,Germany,Saarland,70452,Stuttgart
20399,AW00020399,Benjamin,Rodriguez,Benjamin Rodriguez,6/16/46,M,M,benjamin57@adventure-works.com,50000,4,0,Bachelors,Management,1,2,9015 Denkinger Court,489-555-0186,1/22/08,1-2 Miles,United States,Washington,98036,Lynnwood
28475,AW00028475,Bruce,Ramos,Bruce Ramos,6/11/45,S,M,bruce38@adventure-works.com,10000,2,0,Partial College,Manual,0,1,"112, rue Marbeuf",1 (11) 500 555-0196,9/26/07,2-5 Miles,France,Nord,59140,Dunkerque
23089,AW00023089,Lucas,Walker,Lucas Walker,11/22/81,M,M,lucas37@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,3395 Farm Bureau Rd,174-555-0185,9/12/07,5-10 Miles,United States,Washington,98027,Issaquah
12870,AW00012870,Tyrone,Munoz,Tyrone Munoz,9/19/80,S,M,tyrone7@adventure-works.com,20000,0,0,Partial High School,Manual,0,1,Alderweg 1845,1 (11) 500 555-0122,6/15/08,5-10 Miles,Germany,Nordrhein-Westfalen,53131,Bonn
13791,AW00013791,Audrey,Martin,Audrey Martin,10/26/69,S,F,audrey1@adventure-works.com,20000,2,2,High School,Manual,1,1,4610 Pinto Road,1 (11) 500 555-0150,12/7/07,0-1 Miles,United Kingdom,England,MK8 8DF,Milton Keynes
12241,AW00012241,Kristine,Sandberg,Kristine Sandberg,11/6/83,S,F,kristine21@adventure-works.com,10000,0,0,Partial College,Manual,0,1,6141 Race Road,1 (11) 500 555-0182,6/18/06,0-1 Miles,Australia,New South Wales,2500,Wollongong
24331,AW00024331,Carson,Powell,Carson Powell,8/9/72,S,M,carson7@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,2914 St. George Dr.,298-555-0123,6/3/08,2-5 Miles,United States,California,91932,Imperial Beach
14241,AW00014241,Grace,Wood,Grace Wood,10/27/45,M,F,grace49@adventure-works.com,110000,2,4,Graduate Degree,Management,1,1,4352 Acardia Pl.,502-555-0171,2/1/08,2-5 Miles,United States,California,92118,Coronado
14707,AW00014707,Tonya,Raje,Tonya Raje,10/27/75,S,F,tonya13@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,Winter der Böck 8550,1 (11) 500 555-0164,8/16/07,0-1 Miles,Germany,Saarland,12311,Berlin
13363,AW00013363,Sydney,Allen,Sydney Allen,6/16/50,M,F,sydney88@adventure-works.com,70000,3,1,Bachelors,Management,1,1,7421 Palisade Court,573-555-0126,9/1/07,1-2 Miles,United States,Oregon,97071,Woodburn
16405,AW00016405,Adriana,Sai,Adriana Sai,4/8/71,M,F,adriana6@adventure-works.com,40000,0,0,Bachelors,Clerical,1,0,2467 Clearland Circle,1 (11) 500 555-0150,8/20/06,0-1 Miles,United Kingdom,England,SL4 1RH,Berks
21230,AW00021230,Carla,Rodriguez,Carla Rodriguez,7/11/57,M,F,carla22@adventure-works.com,40000,2,0,Bachelors,Management,1,1,7341 46th St.,1 (11) 500 555-0167,8/9/06,0-1 Miles,Australia,Queensland,4551,Caloundra
15017,AW00015017,Amanda,Ramirez,Amanda Ramirez,10/22/84,S,F,amanda16@adventure-works.com,20000,0,0,Partial College,Skilled Manual,0,2,1 Smiling Tree Court,486-555-0148,6/23/06,1-2 Miles,United States,California,90012,Los Angeles
24201,AW00024201,Olivia,Gonzales,Olivia Gonzales,7/26/73,M,F,olivia62@adventure-works.com,10000,2,2,High School,Manual,1,0,"16, rue Surcouf",1 (11) 500 555-0156,1/13/08,0-1 Miles,France,Yveline,78400,Chatou
22578,AW00022578,Juan,Vazquez,Juan Vazquez,10/12/81,S,M,juan3@adventure-works.com,10000,0,0,High School,Manual,0,2,2736 Scottsdale Rd,1 (11) 500 555-0182,11/10/06,0-1 Miles,Australia,Victoria,3198,Seaford
14812,AW00014812,Hunter,Henderson,Hunter Henderson,5/17/70,M,M,hunter1@adventure-works.com,40000,0,0,Bachelors,Professional,1,0,7710 Medina Drive,1 (11) 500 555-0114,11/30/07,0-1 Miles,United Kingdom,England,GA10,Gateshead
23371,AW00023371,Katherine,Roberts,Katherine Roberts,2/16/67,S,F,katherine52@adventure-works.com,60000,3,2,Graduate Degree,Professional,1,0,6888 Niagara Court,139-555-0113,3/8/08,2-5 Miles,United States,Washington,98020,Edmonds
23297,AW00023297,Tyrone,Gomez,Tyrone Gomez,1/7/76,S,M,tyrone0@adventure-works.com,40000,4,4,Partial College,Clerical,0,2,4215 Arleda Lane,365-555-0193,3/6/08,0-1 Miles,United States,California,90210,Beverly Hills
14920,AW00014920,Jason,Hill,Jason Hill,5/24/63,M,M,jason42@adventure-works.com,60000,4,0,Graduate Degree,Skilled Manual,1,0,2409 Harbor View Dr.,172-555-0112,10/21/07,0-1 Miles,United States,California,91977,Spring Valley
12655,AW00012655,Larry,Vazquez,Larry Vazquez,2/20/53,M,M,larry17@adventure-works.com,80000,5,1,High School,Management,1,3,"954, rue de Bas Marin",1 (11) 500 555-0140,4/12/06,5-10 Miles,France,Hauts de Seine,92700,Colombes
29083,AW00029083,Toni,Sullivan,Toni Sullivan,8/21/54,S,F,toni13@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,9595 Burning Barn Dr.,1 (11) 500 555-0122,3/29/08,5-10 Miles,Australia,New South Wales,2036,Matraville
11231,AW00011231,Dennis,Zhang,Dennis Zhang,11/14/56,M,M,dennis1@adventure-works.com,60000,2,1,High School,Professional,1,2,3951 Calle Verde Drive,710-555-0134,8/14/07,10+ Miles,United States,Washington,98312,Bremerton
26699,AW00026699,Joan,Coleman,Joan Coleman,10/10/66,S,F,joan20@adventure-works.com,80000,5,4,Partial College,Professional,1,2,3202 Jalisco,517-555-0117,11/1/07,5-10 Miles,Canada,British Columbia,V8Y 1L1,Cliffside
15233,AW00015233,Tammy,Rodriguez,Tammy Rodriguez,3/10/65,M,F,tammy20@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,4428 Madhatter Circle,1 (11) 500 555-0125,1/7/08,5-10 Miles,Australia,Victoria,3337,Melton
21532,AW00021532,Sierra,Turner,Sierra Turner,3/25/57,M,F,sierra4@adventure-works.com,120000,2,5,Bachelors,Management,0,2,Nonnendamm 4,1 (11) 500 555-0159,6/25/08,10+ Miles,Germany,Saarland,66740,Saarlouis
20477,AW00020477,Brandon,Washington,Brandon Washington,2/17/69,S,M,brandon10@adventure-works.com,130000,2,2,Graduate Degree,Management,0,2,7393 Jacaranda Dr.,248-555-0171,1/8/08,0-1 Miles,United States,California,91776,San Gabriel
24703,AW00024703,Jonathan,White,Jonathan White,7/8/76,M,M,jonathan66@adventure-works.com,20000,0,0,Partial High School,Manual,1,2,3973 Via Cordona Ln.,1 (11) 500 555-0185,10/6/07,1-2 Miles,United Kingdom,England,AS23,Stoke-on-Trent
29193,AW00029193,Alejandro,Liang,Alejandro Liang,9/6/70,S,M,alejandro20@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,2894 Encino Dr.,1 (11) 500 555-0140,6/12/08,0-1 Miles,Australia,New South Wales,2444,Port Macquarie
17065,AW00017065,Cedric,Chen,Cedric Chen,4/27/70,M,M,cedric2@adventure-works.com,100000,0,0,Graduate Degree,Management,1,0,7154 Broadway,1 (11) 500 555-0167,9/6/05,2-5 Miles,Australia,Queensland,4217,Gold Coast
